,contractSymbol,lastTradeDate,strike,lastPrice,impliedVolatility,expiry_date,symbol,dates diff,Stock price
102,GOOG240621C01750000,2022-06-17,1750.0,685.23,0.0,2024-06-21,GOOG,735.0,107.8655014038086
103,GOOG240621C01760000,2022-07-07,1760.0,860.0,0.500005,2024-06-21,GOOG,715.0,119.30599975585938
104,GOOG240621C01800000,2022-07-11,1800.0,809.16,0.500005,2024-06-21,GOOG,711.0,116.52249908447266
105,GOOG240621C01850000,2022-06-17,1850.0,623.28,0.0,2024-06-21,GOOG,735.0,107.8655014038086
106,GOOG240621C01900000,2022-06-21,1900.0,678.2,0.500005,2024-06-21,GOOG,731.0,112.01499938964844
107,GOOG240621C01950000,2022-06-17,1950.0,566.05,0.0,2024-06-21,GOOG,735.0,107.8655014038086
108,GOOG240621C02000000,2022-07-07,2000.0,725.5,0.500005,2024-06-21,GOOG,715.0,119.30599975585938
109,GOOG240621C02050000,2022-07-07,2050.0,702.35,0.500005,2024-06-21,GOOG,715.0,119.30599975585938
110,GOOG240621C02100000,2022-07-08,2100.0,653.0,0.500005,2024-06-21,GOOG,714.0,120.16850280761719
111,GOOG240621C02150000,2022-06-30,2150.0,463.73,0.500005,2024-06-21,GOOG,722.0,109.37249755859375
112,GOOG240621C02200000,2022-07-15,2200.0,506.89,0.500005,2024-06-21,GOOG,707.0,112.76699829101562
113,GOOG240621C02250000,2022-07-15,2250.0,472.27,0.500005,2024-06-21,GOOG,707.0,112.76699829101562
114,GOOG240621C02300000,2022-07-15,2300.0,460.0,0.500005,2024-06-21,GOOG,707.0,112.76699829101562
115,GOOG240621C02350000,2022-06-28,2350.0,440.0,0.500005,2024-06-21,GOOG,724.0,112.57150268554688
116,GOOG240621C02400000,2022-06-27,2400.0,480.0,0.500005,2024-06-21,GOOG,725.0,116.62249755859375
117,GOOG240621C02450000,2022-07-11,2450.0,436.0,0.500005,2024-06-21,GOOG,711.0,116.52249908447266
118,GOOG240621C02500000,2022-07-15,2500.0,360.43,0.500005,2024-06-21,GOOG,707.0,112.76699829101562
119,GOOG240621C02550000,2022-06-22,2550.0,363.0,0.500005,2024-06-21,GOOG,730.0,112.03399658203125
120,GOOG240621C02600000,2022-07-11,2600.0,382.0,0.500005,2024-06-21,GOOG,711.0,116.52249908447266
121,GOOG240621C02700000,2022-07-07,2700.0,346.48,0.500005,2024-06-21,GOOG,715.0,119.30599975585938
122,GOOG240621C02800000,2022-07-15,2800.0,253.0,0.500005,2024-06-21,GOOG,707.0,112.76699829101562
123,GOOG240621C02900000,2022-07-01,2900.0,197.0,0.500005,2024-06-21,GOOG,721.0,109.08100128173828
124,GOOG240621C02950000,2022-06-24,2950.0,243.75,0.500005,2024-06-21,GOOG,728.0,118.53800201416016
125,GOOG240621C03000000,2022-07-15,3000.0,200.0,0.500005,2024-06-21,GOOG,707.0,112.76699829101562
126,GOOG240621C03100000,2022-07-14,3100.0,175.9,0.500005,2024-06-21,GOOG,708.0,111.44000244140625
127,GOOG240621C03200000,2022-06-28,3200.0,167.0,0.500005,2024-06-21,GOOG,724.0,112.57150268554688
128,GOOG240621C03250000,2022-06-22,3250.0,163.0,0.500005,2024-06-21,GOOG,730.0,112.03399658203125
129,GOOG240621C03400000,2022-06-27,3400.0,148.9,0.500005,2024-06-21,GOOG,725.0,116.62249755859375
130,GOOG240621C03500000,2022-07-15,3500.0,114.43,0.500005,2024-06-21,GOOG,707.0,112.76699829101562
0,GOOG240719C00070000,2023-12-08,70.0,69.75,1.0000000000000003e-05,2024-07-19,GOOG,224.0,136.63999938964844
1,GOOG240719C00090000,2023-12-07,90.0,54.35,1.0000000000000003e-05,2024-07-19,GOOG,225.0,138.4499969482422
2,GOOG240719C00105000,2023-12-12,105.0,33.92,1.0000000000000003e-05,2024-07-19,GOOG,220.0,133.63999938964844
3,GOOG240719C00115000,2023-12-05,115.0,25.5,1.0000000000000003e-05,2024-07-19,GOOG,227.0,132.38999938964844
4,GOOG240719C00120000,2023-12-12,120.0,22.3,1.0000000000000003e-05,2024-07-19,GOOG,220.0,133.63999938964844
5,GOOG240719C00125000,2023-12-13,125.0,18.4,1.0000000000000003e-05,2024-07-19,GOOG,219.0,133.97000122070312
6,GOOG240719C00130000,2023-12-13,130.0,16.1,1.0000000000000003e-05,2024-07-19,GOOG,219.0,133.97000122070312
7,GOOG240719C00135000,2023-12-13,135.0,12.95,0.0039162109375,2024-07-19,GOOG,219.0,133.97000122070312
8,GOOG240719C00140000,2023-12-13,140.0,10.1,0.015634843750000002,2024-07-19,GOOG,219.0,133.97000122070312
9,GOOG240719C00145000,2023-12-13,145.0,7.95,0.0312596875,2024-07-19,GOOG,219.0,133.97000122070312
10,GOOG240719C00150000,2023-12-13,150.0,6.4,0.0312596875,2024-07-19,GOOG,219.0,133.97000122070312
11,GOOG240719C00155000,2023-12-13,155.0,5.0,0.0312596875,2024-07-19,GOOG,219.0,133.97000122070312
12,GOOG240719C00160000,2023-12-13,160.0,3.65,0.062509375,2024-07-19,GOOG,219.0,133.97000122070312
13,GOOG240719C00165000,2023-12-11,165.0,3.01,0.062509375,2024-07-19,GOOG,221.0,134.6999969482422
14,GOOG240719C00170000,2023-12-13,170.0,2.25,0.062509375,2024-07-19,GOOG,219.0,133.97000122070312
15,GOOG240719C00175000,2023-12-08,175.0,2.29,0.062509375,2024-07-19,GOOG,224.0,136.63999938964844
16,GOOG240719C00180000,2023-12-08,180.0,1.74,0.062509375,2024-07-19,GOOG,224.0,136.63999938964844
17,GOOG240719C00185000,2023-12-12,185.0,1.03,0.062509375,2024-07-19,GOOG,220.0,133.63999938964844
18,GOOG240719C00190000,2023-12-11,190.0,0.9,0.12500875,2024-07-19,GOOG,221.0,134.6999969482422
19,GOOG240719C00195000,2023-12-08,195.0,1.07,0.12500875,2024-07-19,GOOG,224.0,136.63999938964844
20,GOOG240719C00200000,2023-12-07,200.0,0.84,0.12500875,2024-07-19,GOOG,225.0,138.4499969482422
0,GOOG240920C00045000,2023-06-02,45.0,83.98,1.0000000000000003e-05,2024-09-20,GOOG,476.0,125.2300033569336
1,GOOG240920C00050000,2023-10-25,50.0,81.0,1.0000000000000003e-05,2024-09-20,GOOG,331.0,126.66999816894531
2,GOOG240920C00055000,2023-10-10,55.0,87.6,0.5507857421875001,2024-09-20,GOOG,346.0,139.1999969482422
3,GOOG240920C00060000,2023-09-07,60.0,79.81,1.065556430053711,2024-09-20,GOOG,379.0,136.1999969482422
4,GOOG240920C00065000,2023-10-05,65.0,73.71,0.6491734301757812,2024-09-20,GOOG,351.0,135.99000549316406
5,GOOG240920C00070000,2023-10-12,70.0,74.6,0.6833527758789064,2024-09-20,GOOG,344.0,140.2899932861328
6,GOOG240920C00075000,2023-11-14,75.0,64.65,1.0000000000000003e-05,2024-09-20,GOOG,311.0,135.42999267578125
7,GOOG240920C00080000,2023-12-01,80.0,56.85,1.0000000000000003e-05,2024-09-20,GOOG,294.0,133.32000732421875
8,GOOG240920C00085000,2023-12-08,85.0,56.0,1.0000000000000003e-05,2024-09-20,GOOG,287.0,136.63999938964844
9,GOOG240920C00090000,2023-12-08,90.0,51.1,1.0000000000000003e-05,2024-09-20,GOOG,287.0,136.63999938964844
10,GOOG240920C00095000,2023-11-03,95.0,42.89,0.5501143621826172,2024-09-20,GOOG,322.0,130.3699951171875
11,GOOG240920C00100000,2023-12-08,100.0,43.15,1.0000000000000003e-05,2024-09-20,GOOG,287.0,136.63999938964844
12,GOOG240920C00105000,2023-12-11,105.0,35.9,1.0000000000000003e-05,2024-09-20,GOOG,284.0,134.6999969482422
13,GOOG240920C00110000,2023-12-11,110.0,32.5,1.0000000000000003e-05,2024-09-20,GOOG,284.0,134.6999969482422
14,GOOG240920C00115000,2023-12-12,115.0,27.85,1.0000000000000003e-05,2024-09-20,GOOG,283.0,133.63999938964844
15,GOOG240920C00120000,2023-12-13,120.0,24.39,1.0000000000000003e-05,2024-09-20,GOOG,282.0,133.97000122070312
16,GOOG240920C00125000,2023-12-12,125.0,21.0,1.0000000000000003e-05,2024-09-20,GOOG,283.0,133.63999938964844
17,GOOG240920C00130000,2023-12-12,130.0,18.16,1.0000000000000003e-05,2024-09-20,GOOG,283.0,133.63999938964844
18,GOOG240920C00135000,2023-12-13,135.0,15.45,0.00196310546875,2024-09-20,GOOG,282.0,133.97000122070312
19,GOOG240920C00140000,2023-12-13,140.0,13.1,0.015634843750000002,2024-09-20,GOOG,282.0,133.97000122070312
20,GOOG240920C00145000,2023-12-12,145.0,10.25,0.015634843750000002,2024-09-20,GOOG,283.0,133.63999938964844
21,GOOG240920C00150000,2023-12-13,150.0,8.42,0.0312596875,2024-09-20,GOOG,282.0,133.97000122070312
22,GOOG240920C00155000,2023-12-13,155.0,7.05,0.0312596875,2024-09-20,GOOG,282.0,133.97000122070312
23,GOOG240920C00160000,2023-12-13,160.0,5.7,0.0312596875,2024-09-20,GOOG,282.0,133.97000122070312
24,GOOG240920C00165000,2023-12-13,165.0,4.5,0.062509375,2024-09-20,GOOG,282.0,133.97000122070312
25,GOOG240920C00170000,2023-12-12,170.0,3.61,0.062509375,2024-09-20,GOOG,283.0,133.63999938964844
26,GOOG240920C00175000,2023-12-08,175.0,3.65,0.062509375,2024-09-20,GOOG,287.0,136.63999938964844
27,GOOG240920C00180000,2023-12-12,180.0,2.35,0.062509375,2024-09-20,GOOG,283.0,133.63999938964844
28,GOOG240920C00185000,2023-12-13,185.0,1.93,0.062509375,2024-09-20,GOOG,282.0,133.97000122070312
29,GOOG240920C00190000,2023-12-07,190.0,2.35,0.062509375,2024-09-20,GOOG,288.0,138.4499969482422
30,GOOG240920C00195000,2023-12-07,195.0,1.86,0.062509375,2024-09-20,GOOG,288.0,138.4499969482422
31,GOOG240920C00200000,2023-12-13,200.0,1.05,0.12500875,2024-09-20,GOOG,282.0,133.97000122070312
32,GOOG240920C00210000,2023-12-13,210.0,0.72,0.12500875,2024-09-20,GOOG,282.0,133.97000122070312
0,GOOG241220C00045000,2023-11-22,45.0,100.5,1.0000000000000003e-05,2024-12-20,GOOG,394.0,140.02000427246094
1,GOOG241220C00050000,2023-12-08,50.0,89.3,1.0000000000000003e-05,2024-12-20,GOOG,378.0,136.63999938964844
2,GOOG241220C00055000,2023-11-22,55.0,88.18,1.0000000000000003e-05,2024-12-20,GOOG,394.0,140.02000427246094
3,GOOG241220C00060000,2023-11-14,60.0,80.0,1.0000000000000003e-05,2024-12-20,GOOG,402.0,135.42999267578125
4,GOOG241220C00065000,2023-10-31,65.0,65.0,0.6483799810791016,2024-12-20,GOOG,416.0,125.30000305175781
5,GOOG241220C00070000,2023-09-18,70.0,74.54,0.8787243572998047,2024-12-20,GOOG,459.0,138.9600067138672
6,GOOG241220C00075000,2023-11-27,75.0,70.95,1.0000000000000003e-05,2024-12-20,GOOG,389.0,138.0500030517578
7,GOOG241220C00080000,2023-11-29,80.0,62.48,1.0000000000000003e-05,2024-12-20,GOOG,387.0,136.39999389648438
8,GOOG241220C00085000,2023-04-27,85.0,34.55,0.45178770874023444,2024-12-20,GOOG,603.0,108.37000274658203
9,GOOG241220C00090000,2023-11-28,90.0,54.9,1.0000000000000003e-05,2024-12-20,GOOG,388.0,138.6199951171875
10,GOOG241220C00095000,2023-12-08,95.0,48.95,1.0000000000000003e-05,2024-12-20,GOOG,378.0,136.63999938964844
11,GOOG241220C00100000,2023-12-13,100.0,42.09,1.0000000000000003e-05,2024-12-20,GOOG,373.0,133.97000122070312
12,GOOG241220C00105000,2023-12-08,105.0,41.0,1.0000000000000003e-05,2024-12-20,GOOG,378.0,136.63999938964844
13,GOOG241220C00110000,2023-12-13,110.0,34.5,1.0000000000000003e-05,2024-12-20,GOOG,373.0,133.97000122070312
14,GOOG241220C00115000,2023-12-13,115.0,30.4,1.0000000000000003e-05,2024-12-20,GOOG,373.0,133.97000122070312
15,GOOG241220C00120000,2023-12-13,120.0,27.05,1.0000000000000003e-05,2024-12-20,GOOG,373.0,133.97000122070312
16,GOOG241220C00125000,2023-12-11,125.0,24.15,1.0000000000000003e-05,2024-12-20,GOOG,375.0,134.6999969482422
17,GOOG241220C00130000,2023-12-13,130.0,21.25,1.0000000000000003e-05,2024-12-20,GOOG,373.0,133.97000122070312
18,GOOG241220C00135000,2023-12-13,135.0,17.85,0.00196310546875,2024-12-20,GOOG,373.0,133.97000122070312
19,GOOG241220C00140000,2023-12-11,140.0,16.2,0.007822421875,2024-12-20,GOOG,375.0,134.6999969482422
20,GOOG241220C00145000,2023-12-13,145.0,13.53,0.015634843750000002,2024-12-20,GOOG,373.0,133.97000122070312
21,GOOG241220C00150000,2023-12-13,150.0,11.35,0.0312596875,2024-12-20,GOOG,373.0,133.97000122070312
22,GOOG241220C00155000,2023-12-13,155.0,9.75,0.0312596875,2024-12-20,GOOG,373.0,133.97000122070312
23,GOOG241220C00160000,2023-12-13,160.0,8.15,0.0312596875,2024-12-20,GOOG,373.0,133.97000122070312
24,GOOG241220C00165000,2023-12-13,165.0,6.85,0.0312596875,2024-12-20,GOOG,373.0,133.97000122070312
25,GOOG241220C00170000,2023-12-13,170.0,5.85,0.062509375,2024-12-20,GOOG,373.0,133.97000122070312
26,GOOG241220C00175000,2023-12-12,175.0,4.78,0.062509375,2024-12-20,GOOG,374.0,133.63999938964844
27,GOOG241220C00180000,2023-12-13,180.0,4.05,0.062509375,2024-12-20,GOOG,373.0,133.97000122070312
28,GOOG241220C00185000,2023-12-13,185.0,3.4,0.062509375,2024-12-20,GOOG,373.0,133.97000122070312
29,GOOG241220C00190000,2023-12-12,190.0,2.82,0.062509375,2024-12-20,GOOG,374.0,133.63999938964844
30,GOOG241220C00195000,2023-12-13,195.0,2.34,0.062509375,2024-12-20,GOOG,373.0,133.97000122070312
31,GOOG241220C00200000,2023-12-13,200.0,2.0,0.062509375,2024-12-20,GOOG,373.0,133.97000122070312
32,GOOG241220C00210000,2023-12-13,210.0,1.47,0.12500875,2024-12-20,GOOG,373.0,133.97000122070312
0,GOOG250117C00045000,2023-11-16,45.0,96.55,1.0000000000000003e-05,2025-01-17,GOOG,428.0,138.6999969482422
1,GOOG250117C00050000,2023-12-05,50.0,85.5,1.0000000000000003e-05,2025-01-17,GOOG,409.0,132.38999938964844
2,GOOG250117C00055000,2023-12-07,55.0,87.5,1.0000000000000003e-05,2025-01-17,GOOG,407.0,138.4499969482422
3,GOOG250117C00060000,2023-12-13,60.0,78.0,1.0000000000000003e-05,2025-01-17,GOOG,401.0,133.97000122070312
4,GOOG250117C00065000,2023-11-30,65.0,72.5,1.0000000000000003e-05,2025-01-17,GOOG,414.0,133.9199981689453
5,GOOG250117C00070000,2023-12-13,70.0,68.0,1.0000000000000003e-05,2025-01-17,GOOG,401.0,133.97000122070312
6,GOOG250117C00075000,2023-12-12,75.0,63.2,1.0000000000000003e-05,2025-01-17,GOOG,402.0,133.63999938964844
7,GOOG250117C00080000,2023-12-08,80.0,62.5,1.0000000000000003e-05,2025-01-17,GOOG,406.0,136.63999938964844
8,GOOG250117C00085000,2023-12-04,85.0,52.0,1.0000000000000003e-05,2025-01-17,GOOG,410.0,130.6300048828125
9,GOOG250117C00090000,2023-12-07,90.0,54.55,1.0000000000000003e-05,2025-01-17,GOOG,407.0,138.4499969482422
10,GOOG250117C00095000,2023-12-13,95.0,46.93,1.0000000000000003e-05,2025-01-17,GOOG,401.0,133.97000122070312
11,GOOG250117C00100000,2023-12-13,100.0,42.7,1.0000000000000003e-05,2025-01-17,GOOG,401.0,133.97000122070312
12,GOOG250117C00105000,2023-12-13,105.0,37.93,1.0000000000000003e-05,2025-01-17,GOOG,401.0,133.97000122070312
13,GOOG250117C00110000,2023-12-13,110.0,34.9,1.0000000000000003e-05,2025-01-17,GOOG,401.0,133.97000122070312
14,GOOG250117C00115000,2023-12-13,115.0,31.4,1.0000000000000003e-05,2025-01-17,GOOG,401.0,133.97000122070312
15,GOOG250117C00120000,2023-12-13,120.0,27.7,1.0000000000000003e-05,2025-01-17,GOOG,401.0,133.97000122070312
16,GOOG250117C00125000,2023-12-13,125.0,24.5,1.0000000000000003e-05,2025-01-17,GOOG,401.0,133.97000122070312
17,GOOG250117C00130000,2023-12-13,130.0,22.03,1.0000000000000003e-05,2025-01-17,GOOG,401.0,133.97000122070312
18,GOOG250117C00135000,2023-12-13,135.0,18.91,0.00196310546875,2025-01-17,GOOG,401.0,133.97000122070312
19,GOOG250117C00140000,2023-12-13,140.0,16.4,0.007822421875,2025-01-17,GOOG,401.0,133.97000122070312
20,GOOG250117C00145000,2023-12-13,145.0,14.4,0.015634843750000002,2025-01-17,GOOG,401.0,133.97000122070312
21,GOOG250117C00150000,2023-12-13,150.0,12.28,0.0312596875,2025-01-17,GOOG,401.0,133.97000122070312
22,GOOG250117C00155000,2023-12-13,155.0,10.3,0.0312596875,2025-01-17,GOOG,401.0,133.97000122070312
23,GOOG250117C00160000,2023-12-13,160.0,8.96,0.0312596875,2025-01-17,GOOG,401.0,133.97000122070312
24,GOOG250117C00165000,2023-12-13,165.0,7.46,0.0312596875,2025-01-17,GOOG,401.0,133.97000122070312
25,GOOG250117C00170000,2023-12-13,170.0,6.4,0.062509375,2025-01-17,GOOG,401.0,133.97000122070312
26,GOOG250117C00175000,2023-12-13,175.0,5.45,0.062509375,2025-01-17,GOOG,401.0,133.97000122070312
27,GOOG250117C00180000,2023-12-13,180.0,4.6,0.062509375,2025-01-17,GOOG,401.0,133.97000122070312
28,GOOG250117C00185000,2023-12-13,185.0,3.9,0.062509375,2025-01-17,GOOG,401.0,133.97000122070312
29,GOOG250117C00190000,2023-12-13,190.0,3.3,0.062509375,2025-01-17,GOOG,401.0,133.97000122070312
30,GOOG250117C00195000,2023-12-11,195.0,3.0,0.062509375,2025-01-17,GOOG,403.0,134.6999969482422
31,GOOG250117C00200000,2023-12-12,200.0,2.34,0.062509375,2025-01-17,GOOG,402.0,133.63999938964844
32,GOOG250117C00210000,2023-12-13,210.0,1.78,0.062509375,2025-01-17,GOOG,401.0,133.97000122070312
0,GOOG250620C00045000,2023-12-08,45.0,96.0,1.0000000000000003e-05,2025-06-20,GOOG,560.0,136.63999938964844
1,GOOG250620C00050000,2023-12-07,50.0,93.5,1.0000000000000003e-05,2025-06-20,GOOG,561.0,138.4499969482422
2,GOOG250620C00055000,2023-11-30,55.0,83.88,1.0000000000000003e-05,2025-06-20,GOOG,568.0,133.9199981689453
3,GOOG250620C00060000,2023-11-30,60.0,79.15,1.0000000000000003e-05,2025-06-20,GOOG,568.0,133.9199981689453
4,GOOG250620C00065000,2023-10-10,65.0,81.75,0.5521285021972657,2025-06-20,GOOG,619.0,139.1999969482422
5,GOOG250620C00070000,2023-10-10,70.0,77.25,0.5248460601806642,2025-06-20,GOOG,619.0,139.1999969482422
6,GOOG250620C00075000,2023-10-13,75.0,71.5,0.5689740368652343,2025-06-20,GOOG,616.0,138.5800018310547
7,GOOG250620C00080000,2023-12-13,80.0,61.87,1.0000000000000003e-05,2025-06-20,GOOG,555.0,133.97000122070312
8,GOOG250620C00085000,2023-11-22,85.0,63.8,1.0000000000000003e-05,2025-06-20,GOOG,576.0,140.02000427246094
9,GOOG250620C00090000,2023-11-16,90.0,58.0,1.0000000000000003e-05,2025-06-20,GOOG,582.0,138.6999969482422
10,GOOG250620C00095000,2023-12-13,95.0,48.6,1.0000000000000003e-05,2025-06-20,GOOG,555.0,133.97000122070312
11,GOOG250620C00100000,2023-12-13,100.0,44.7,1.0000000000000003e-05,2025-06-20,GOOG,555.0,133.97000122070312
12,GOOG250620C00105000,2023-12-13,105.0,40.79,1.0000000000000003e-05,2025-06-20,GOOG,555.0,133.97000122070312
13,GOOG250620C00110000,2023-12-13,110.0,38.5,1.0000000000000003e-05,2025-06-20,GOOG,555.0,133.97000122070312
14,GOOG250620C00115000,2023-11-29,115.0,40.0,1.0000000000000003e-05,2025-06-20,GOOG,569.0,136.39999389648438
15,GOOG250620C00120000,2023-12-13,120.0,31.97,1.0000000000000003e-05,2025-06-20,GOOG,555.0,133.97000122070312
16,GOOG250620C00125000,2023-12-13,125.0,29.75,1.0000000000000003e-05,2025-06-20,GOOG,555.0,133.97000122070312
17,GOOG250620C00130000,2023-12-13,130.0,26.0,1.0000000000000003e-05,2025-06-20,GOOG,555.0,133.97000122070312
18,GOOG250620C00135000,2023-12-13,135.0,23.9,0.00196310546875,2025-06-20,GOOG,555.0,133.97000122070312
19,GOOG250620C00140000,2023-12-13,140.0,21.4,0.007822421875,2025-06-20,GOOG,555.0,133.97000122070312
20,GOOG250620C00145000,2023-12-13,145.0,19.05,0.015634843750000002,2025-06-20,GOOG,555.0,133.97000122070312
21,GOOG250620C00150000,2023-12-13,150.0,16.7,0.015634843750000002,2025-06-20,GOOG,555.0,133.97000122070312
22,GOOG250620C00155000,2023-12-13,155.0,14.5,0.0312596875,2025-06-20,GOOG,555.0,133.97000122070312
23,GOOG250620C00160000,2023-12-12,160.0,13.2,0.0312596875,2025-06-20,GOOG,556.0,133.63999938964844
24,GOOG250620C00165000,2023-12-12,165.0,11.55,0.0312596875,2025-06-20,GOOG,556.0,133.63999938964844
25,GOOG250620C00170000,2023-12-13,170.0,9.17,0.0312596875,2025-06-20,GOOG,555.0,133.97000122070312
26,GOOG250620C00175000,2023-12-11,175.0,8.81,0.062509375,2025-06-20,GOOG,557.0,134.6999969482422
27,GOOG250620C00180000,2023-12-08,180.0,8.1,0.062509375,2025-06-20,GOOG,560.0,136.63999938964844
28,GOOG250620C00185000,2023-12-12,185.0,6.9,0.062509375,2025-06-20,GOOG,556.0,133.63999938964844
29,GOOG250620C00190000,2023-12-01,190.0,5.65,0.062509375,2025-06-20,GOOG,567.0,133.32000732421875
30,GOOG250620C00195000,2023-12-04,195.0,4.3,0.062509375,2025-06-20,GOOG,564.0,130.6300048828125
31,GOOG250620C00200000,2023-12-13,200.0,4.7,0.062509375,2025-06-20,GOOG,555.0,133.97000122070312
32,GOOG250620C00210000,2023-12-13,210.0,3.65,0.062509375,2025-06-20,GOOG,555.0,133.97000122070312
0,GOOG251219C00045000,2023-12-13,45.0,94.1,1.0000000000000003e-05,2025-12-19,GOOG,737.0,133.97000122070312
1,GOOG251219C00050000,2023-12-05,50.0,87.0,1.0000000000000003e-05,2025-12-19,GOOG,745.0,132.38999938964844
2,GOOG251219C00055000,2023-10-17,55.0,92.72,0.8007832421875,2025-12-19,GOOG,794.0,140.99000549316406
3,GOOG251219C00060000,2023-07-14,60.0,76.0,0.5222826092529296,2025-12-19,GOOG,889.0,125.69999694824219
4,GOOG251219C00065000,2023-09-22,65.0,75.5,0.6990996887207033,2025-12-19,GOOG,819.0,131.25
5,GOOG251219C00070000,2023-12-12,70.0,71.8,1.0000000000000003e-05,2025-12-19,GOOG,738.0,133.63999938964844
6,GOOG251219C00075000,2023-11-03,75.0,66.75,0.519688641052246,2025-12-19,GOOG,777.0,130.3699951171875
7,GOOG251219C00080000,2023-12-08,80.0,66.5,1.0000000000000003e-05,2025-12-19,GOOG,742.0,136.63999938964844
8,GOOG251219C00085000,2023-10-31,85.0,53.0,0.5524336749267578,2025-12-19,GOOG,780.0,125.30000305175781
9,GOOG251219C00090000,2023-12-08,90.0,58.58,1.0000000000000003e-05,2025-12-19,GOOG,742.0,136.63999938964844
10,GOOG251219C00095000,2023-11-15,95.0,55.55,1.0000000000000003e-05,2025-12-19,GOOG,765.0,136.3800048828125
11,GOOG251219C00100000,2023-12-11,100.0,48.65,1.0000000000000003e-05,2025-12-19,GOOG,739.0,134.6999969482422
12,GOOG251219C00105000,2023-12-12,105.0,46.05,1.0000000000000003e-05,2025-12-19,GOOG,738.0,133.63999938964844
13,GOOG251219C00110000,2023-12-11,110.0,42.2,1.0000000000000003e-05,2025-12-19,GOOG,739.0,134.6999969482422
14,GOOG251219C00115000,2023-12-13,115.0,39.3,1.0000000000000003e-05,2025-12-19,GOOG,737.0,133.97000122070312
15,GOOG251219C00120000,2023-12-13,120.0,35.8,1.0000000000000003e-05,2025-12-19,GOOG,737.0,133.97000122070312
16,GOOG251219C00125000,2023-12-08,125.0,33.0,1.0000000000000003e-05,2025-12-19,GOOG,742.0,136.63999938964844
17,GOOG251219C00130000,2023-12-12,130.0,30.6,1.0000000000000003e-05,2025-12-19,GOOG,738.0,133.63999938964844
18,GOOG251219C00135000,2023-12-13,135.0,28.15,0.00196310546875,2025-12-19,GOOG,737.0,133.97000122070312
19,GOOG251219C00140000,2023-12-11,140.0,25.86,0.007822421875,2025-12-19,GOOG,739.0,134.6999969482422
20,GOOG251219C00145000,2023-12-12,145.0,23.16,0.015634843750000002,2025-12-19,GOOG,738.0,133.63999938964844
21,GOOG251219C00150000,2023-12-12,150.0,21.13,0.015634843750000002,2025-12-19,GOOG,738.0,133.63999938964844
22,GOOG251219C00155000,2023-12-13,155.0,19.0,0.0312596875,2025-12-19,GOOG,737.0,133.97000122070312
23,GOOG251219C00160000,2023-12-13,160.0,17.25,0.0312596875,2025-12-19,GOOG,737.0,133.97000122070312
24,GOOG251219C00165000,2023-12-12,165.0,15.51,0.0312596875,2025-12-19,GOOG,738.0,133.63999938964844
25,GOOG251219C00170000,2023-12-11,170.0,14.08,0.0312596875,2025-12-19,GOOG,739.0,134.6999969482422
26,GOOG251219C00175000,2023-12-13,175.0,12.46,0.0312596875,2025-12-19,GOOG,737.0,133.97000122070312
27,GOOG251219C00180000,2023-12-08,180.0,12.75,0.0312596875,2025-12-19,GOOG,742.0,136.63999938964844
28,GOOG251219C00185000,2023-12-05,185.0,9.9,0.062509375,2025-12-19,GOOG,745.0,132.38999938964844
29,GOOG251219C00190000,2023-12-12,190.0,9.7,0.062509375,2025-12-19,GOOG,738.0,133.63999938964844
30,GOOG251219C00195000,2023-12-06,195.0,7.9,0.062509375,2025-12-19,GOOG,744.0,131.42999267578125
31,GOOG251219C00200000,2023-12-11,200.0,7.75,0.062509375,2025-12-19,GOOG,739.0,134.6999969482422
32,GOOG251219C00210000,2023-12-13,210.0,6.23,0.062509375,2025-12-19,GOOG,737.0,133.97000122070312
0,GOOG260116C00065000,2023-12-11,65.0,78.0,1.0000000000000003e-05,2026-01-16,GOOG,767.0,134.6999969482422
1,GOOG260116C00070000,2023-12-11,70.0,72.0,1.0000000000000003e-05,2026-01-16,GOOG,767.0,134.6999969482422
2,GOOG260116C00075000,2023-12-11,75.0,68.0,1.0000000000000003e-05,2026-01-16,GOOG,767.0,134.6999969482422
3,GOOG260116C00080000,2023-12-13,80.0,65.5,1.0000000000000003e-05,2026-01-16,GOOG,765.0,133.97000122070312
4,GOOG260116C00085000,2023-12-11,85.0,60.75,1.0000000000000003e-05,2026-01-16,GOOG,767.0,134.6999969482422
5,GOOG260116C00090000,2023-12-12,90.0,56.0,1.0000000000000003e-05,2026-01-16,GOOG,766.0,133.63999938964844
6,GOOG260116C00095000,2023-12-13,95.0,52.25,1.0000000000000003e-05,2026-01-16,GOOG,765.0,133.97000122070312
7,GOOG260116C00100000,2023-12-13,100.0,49.0,1.0000000000000003e-05,2026-01-16,GOOG,765.0,133.97000122070312
8,GOOG260116C00105000,2023-12-11,105.0,45.58,1.0000000000000003e-05,2026-01-16,GOOG,767.0,134.6999969482422
9,GOOG260116C00110000,2023-12-13,110.0,43.0,1.0000000000000003e-05,2026-01-16,GOOG,765.0,133.97000122070312
10,GOOG260116C00115000,2023-12-13,115.0,38.03,1.0000000000000003e-05,2026-01-16,GOOG,765.0,133.97000122070312
11,GOOG260116C00120000,2023-12-13,120.0,36.0,1.0000000000000003e-05,2026-01-16,GOOG,765.0,133.97000122070312
12,GOOG260116C00125000,2023-12-12,125.0,33.25,1.0000000000000003e-05,2026-01-16,GOOG,766.0,133.63999938964844
